#Columbus,OH weather file for 2009,,,,,
# data obtained from http://www.wunderground.com/history/airport/KCMH,,,,,,
$state_name=Ohio,,,,,,
$city_name=Columbus,,,,,,
temperature,humidity,wind_speed,solar_dir,solar_diff,solar_global,
01:13:11:39:00,33.8,0.284,17.3,32.61,14.67,23.5
01:13:11:51:00,32,0.27,18.4,33.13,14.91,23.88
01:13:12:02:00,30.2,0.248,24.2,33.51,15.08,24.14
01:13:12:51:00,28.9,0.219,21.9,33.9,15.26,24.43
01:13:13:51:00,28,0.199,20.7,39.49,23.7,27.32
01:13:14:51:00,27,0.18,18.4,26.21,17.69,18.89
01:13:15:51:00,26.1,0.18,12.7,17.74,11.98,12.79
01:13:16:51:00,25,0.151,13.8,4.65,2.32,3.57
01:13:17:12:00,24.8,0.122,16.1,1.07,0.54,0.83
01:13:17:51:00,23,0.12,20.7,0,0,0
01:13:18:51:00,21.9,0.081,12.7,0,0,0
01:13:19:51:00,21,0.09,10.4,0,0,0
01:13:20:51:00,19.9,0.09,17.3,0,0,0
01:13:21:51:00,19,0.07,11.5,0,0,0
01:13:22:51:00,18,0.07,9.2,0,0,0
01:13:23:24:00,17.6,0.068,12.7,0,0,0
01:13:23:51:00,16,0.09,11.5,0,0,0
01:14:00:23:00,15.8,0.086,6.9,0,0,0
01:14:00:51:00,14,0.07,9.2,0,0,0
01:14:01:03:00,12.2,0.068,6.9,0,0,0
01:14:01:14:00,12.2,0.068,6.9,0,0,0
01:14:01:30:00,12.2,0.05,6.9,0,0,0
01:14:01:51:00,10.9,0.05,6.9,0,0,0
01:14:02:51:00,10,0.03,6.9,0,0,0
01:14:03:30:00,10.4,0.032,3.5,0,0,0
01:14:03:51:00,10,0.03,0,0,0,0
01:14:04:33:00,8.6,0.032,4.6,0,0,0
01:14:04:51:00,9,0.03,3.5,0,0,0
01:14:05:51:00,8.1,0.03,0,0,0,0
01:14:06:51:00,9,0.03,3.5,0,0,0
01:14:07:51:00,10,0.039,6.9,0,0,0
01:14:08:51:00,12,0.05,5.8,12.36,8.34,8.9
01:14:09:32:00,12.2,0.068,8.1,19.53,8.79,14.07
01:14:09:41:00,12.2,0.068,8.1,20.91,9.41,15.06
01:14:09:51:00,12.9,0.07,9.2,22.36,10.06,16.11
01:14:09:56:00,14,0.086,10.4,23.05,15.56,16.61
01:14:10:10:00,14,0.086,11.5,18.66,9.33,14.35
01:14:10:25:00,14,0.086,8.1,20,10,15.37
01:14:10:51:00,14,0.09,10.4,21.96,10.98,16.88
01:14:11:04:00,15.8,0.104,10.4,22.79,11.39,17.51
01:14:11:24:00,15.8,0.104,9.2,23.84,11.92,18.32
01:14:11:30:00,15.8,0.104,10.4,32.14,14.46,23.16
01:14:11:44:00,15.8,0.104,6.9,32.84,14.78,23.67
01:14:11:51:00,16,0.109,8.1,33.13,14.91,23.88
01:14:12:01:00,15.8,0.104,9.2,33.48,15.06,24.12
01:14:12:45:00,17.6,0.104,10.4,33.97,15.28,24.48
01:14:12:51:00,18,0.12,8.1,33.9,15.26,24.43
01:14:13:09:00,17.6,0.122,8.1,33.53,15.09,24.16
01:14:13:15:00,17.6,0.122,8.1,33.35,22.51,24.03
01:14:13:51:00,19,0.14,8.1,31.6,14.22,22.77
01:14:14:30:00,19.4,0.14,8.1,28.44,12.8,20.5
01:14:14:37:00,19.4,0.14,9.2,27.74,12.48,19.99
01:14:14:51:00,19.9,0.151,8.1,26.21,11.79,18.89
01:14:15:25:00,19.4,0.158,5.8,21.79,14.71,15.7
01:14:15:51:00,21,0.171,6.9,17.74,11.98,12.79
01:14:16:51:00,21,0.18,5.8,6.2,4.18,4.47
01:14:16:58:00,21.2,0.176,4.6,4.65,3.14,3.35
01:14:17:27:00,21.2,0.194,4.6,0,0,0
01:14:17:51:00,21.9,0.19,4.6,0,0,0
01:14:17:58:00,21.2,0.194,3.5,0,0,0
01:14:18:41:00,23,0.194,0,0,0,0
01:14:18:51:00,23,0.19,3.5,0,0,0
01:14:18:58:00,23,0.194,3.5,0,0,0
01:14:19:08:00,23,0.194,3.5,0,0,0
01:14:19:40:00,23,0.194,6.9,0,0,0
01:14:19:51:00,23,0.199,0,0,0,0
01:14:20:09:00,23,0.194,11.5,0,0,0
01:14:20:39:00,21.2,0.176,11.5,0,0,0
01:14:20:51:00,21.9,0.18,9.2,0,0,0
01:14:21:04:00,21.2,0.176,10.4,0,0,0
01:14:21:06:00,21.2,0.176,10.4,0,0,0
01:14:21:51:00,18,0.129,15,0,0,0
01:14:22:00:00,17.6,0.122,12.7,0,0,0
01:14:22:51:00,15.1,0.09,12.7,0,0,0
01:14:23:51:00,12.9,0.07,16.1,0,0,0
01:15:00:51:00,10.9,0.061,13.8,0,0,0
01:15:01:51:00,10,0.039,12.7,0,0,0
01:15:02:51:00,9,0.03,8.1,0,0,0
01:15:03:51:00,8.1,0.03,9.2,0,0,0
01:15:04:51:00,7,0.01,8.1,0,0,0
01:15:05:51:00,1,-0.029,5.8,0,0,0
01:15:06:40:00,1.4,-0.022,0,0,0,0
01:15:06:51:00,1.9,-0.02,3.5,0,0,0
01:15:07:37:00,1.4,-0.022,0,0,0,0
01:15:07:51:00,1.9,-0.02,5.8,0,0,0
01:15:08:04:00,1.4,-0.022,5.8,4.74,1.6,2.73
01:15:08:51:00,0,-0.029,4.6,9.27,4.63,7.12
01:15:09:51:00,5,0.019,4.6,22.36,10.06,16.11
01:15:10:51:00,8.1,0.01,10.4,29.29,13.18,21.1
01:15:11:51:00,9,0.01,12.7,41.42,24.85,28.65
01:15:12:51:00,9,0,12.7,33.9,22.89,24.43
01:15:13:51:00,9,0,11.5,31.6,21.33,22.77
01:15:14:51:00,7,-0.009,16.1,19.66,9.83,15.11
01:15:15:51:00,6.1,-0.02,16.1,17.74,11.98,12.79
01:15:16:51:00,5,-0.04,17.3,6.2,4.18,4.47
01:15:17:46:00,3.2,-0.058,15,0,0,0
01:15:17:51:00,3.9,-0.06,18.4,0,0,0
01:15:18:51:00,1.9,-0.08,9.2,0,0,0
01:15:19:51:00,0,-0.11,16.1,0,0,0
01:15:20:51:00,-0.9,-0.141,15,0,0,0
01:15:21:51:00,-2.9,-0.15,12.7,0,0,0
01:15:22:51:00,-4,-0.15,11.5,0,0,0
01:15:23:51:00,-6,-0.15,11.5,0,0,0
01:16:00:51:00,-6,-0.161,9.2,0,0,0
01:16:01:51:00,-7.1,-0.161,11.5,0,0,0
01:16:02:51:00,-8,-0.161,9.2,0,0,0
01:16:03:51:00,-9,-0.17,9.2,0,0,0
01:16:04:51:00,-9,-0.17,8.1,0,0,0
01:16:05:51:00,-9,-0.18,8.1,0,0,0
01:16:06:51:00,-9.9,-0.18,6.9,0,0,0
01:16:07:51:00,-9.9,-0.18,6.9,0,0,0
01:16:08:51:00,-9,-0.161,5.8,30.89,9.27,17.81
01:16:09:51:00,-7.1,-0.15,4.6,55.9,16.77,32.22
01:16:10:51:00,-4,-0.141,5.8,73.22,21.96,42.21
01:16:11:51:00,-2,-0.119,8.1,82.84,24.85,47.75
01:16:12:51:00,0,-0.099,6.9,84.76,25.43,48.86
01:16:13:51:00,1.9,-0.08,9.2,39.49,16.59,27.32
01:16:14:51:00,3.9,-0.08,8.1,32.76,13.76,22.66
01:16:15:51:00,3.9,-0.08,9.2,35.49,11.98,20.46
01:16:16:51:00,3.9,-0.09,8.1,12.4,4.18,7.15
01:16:17:51:00,1.9,-0.099,6.9,0,0,0
01:16:18:51:00,1.9,-0.09,0,0,0,0
01:16:19:51:00,0,-0.099,4.6,0,0,0
01:16:20:51:00,-0.9,-0.09,3.5,0,0,0
01:16:21:51:00,-2.9,-0.099,0,0,0,0
01:16:22:51:00,-5.1,-0.099,0,0,0,0
01:16:23:51:00,-7.1,-0.119,0,0,0,0
01:17:00:51:00,34,0.241,17.3,0,0,0
01:17:01:24:00,33.8,0.266,18.4,0,0,0
01:17:01:51:00,33.1,0.261,18.4,0,0,0
01:17:02:25:00,32,0.284,15,0,0,0
01:17:02:35:00,32,0.284,12.7,0,0,0
01:17:02:51:00,28.9,0.25,17.3,0,0,0
01:17:02:55:00,28.4,0.248,16.1,0,0,0
01:17:03:06:00,28.4,0.248,12.7,0,0,0
01:17:03:43:00,28.4,0.248,8.1,0,0,0
01:17:03:51:00,28.9,0.241,8.1,0,0,0
01:17:04:51:00,30,0.23,11.5,0,0,0
01:17:05:51:00,28.9,0.241,10.4,0,0,0
01:17:06:51:00,28.9,0.25,9.2,0,0,0
01:17:07:38:00,30.2,0.248,11.5,0,0,0
01:17:07:51:00,28.9,0.261,13.8,0,0,0
01:17:07:53:00,28.4,0.266,18.4,0,0,0
01:17:07:57:00,28.4,0.248,16.1,0.72,0.32,0.52
01:17:08:27:00,26.6,0.194,15,7.49,3.37,5.4
01:17:08:51:00,25,0.18,16.1,12.36,5.56,8.9
01:17:08:56:00,24.8,0.176,16.1,13.31,5.99,9.59
01:17:09:12:00,24.8,0.194,10.4,16.21,7.29,11.68
01:17:09:28:00,24.8,0.176,18.4,18.89,8.5,13.61
01:17:09:51:00,24.1,0.171,17.3,22.36,10.06,16.11
01:17:10:11:00,24.8,0.176,19.6,25.01,11.25,18.02
01:17:10:51:00,25,0.18,16.1,21.96,10.98,16.88
01:17:10:58:00,24.8,0.176,16.1,22.42,11.21,17.23
01:17:11:51:00,25,0.151,20.7,24.85,12.43,19.1
01:17:12:51:00,24.1,0.16,11.5,33.9,15.26,24.43
01:17:13:06:00,24.8,0.158,13.8,33.62,15.13,24.22
01:17:13:27:00,23,0.158,13.8,32.89,14.8,23.7
01:17:13:38:00,23,0.158,10.4,32.36,14.56,23.32
01:17:13:51:00,23,0.16,9.2,31.6,14.22,22.77
01:17:13:58:00,23,0.158,9.2,31.13,14.01,22.43
01:17:14:51:00,23,0.16,6.9,26.21,11.79,18.89
01:17:15:51:00,21.9,0.16,8.1,17.74,7.98,12.79
01:17:15:58:00,23,0.176,5.8,16.55,7.45,11.93
01:17:16:36:00,23,0.158,9.2,9.37,4.22,6.75
01:17:16:48:00,21.2,0.158,8.1,6.85,3.08,4.94
01:17:16:51:00,21.9,0.151,9.2,6.2,2.79,4.47
01:17:17:51:00,21,0.14,8.1,0,0,0
01:17:18:51:00,19.9,0.129,6.9,0,0,0
01:17:19:51:00,19,0.1,9.2,0,0,0
01:17:20:51:00,19,0.09,6.9,0,0,0
01:17:21:51:00,17.1,0.081,3.5,0,0,0
01:17:22:51:00,16,0.07,3.5,0,0,0
01:17:23:51:00,16,0.081,0,0,0,0
01:18:00:51:00,14,0.07,0,0,0,0
01:18:01:51:00,12.9,0.07,3.5,0,0,0
01:18:02:51:00,14,0.081,0,0,0,0
01:18:03:51:00,14,0.09,0,0,0,0
01:18:04:51:00,14,0.09,0,0,0,0
01:18:04:59:00,14,0.086,3.5,0,0,0
01:18:05:10:00,14,0.086,4.6,0,0,0
01:18:05:51:00,14,0.09,6.9,0,0,0
01:18:06:51:00,12.9,0.081,3.5,0,0,0
01:18:07:51:00,10.9,0.07,4.6,0,0,0
01:18:08:43:00,10.4,0.068,5.8,13.49,8.09,9.33
01:18:08:51:00,10.9,0.061,4.6,15.44,9.27,10.68
01:18:09:51:00,12,0.07,3.5,27.95,16.77,19.33
01:18:10:10:00,12.2,0.086,0,31.11,18.66,21.52
01:18:10:51:00,16,0.1,5.8,36.61,21.96,25.32
01:18:11:05:00,17.6,0.104,4.6,38.07,22.84,26.34
01:18:11:44:00,17.6,0.104,3.5,24.63,12.32,18.93
01:18:11:51:00,18,0.1,4.6,24.85,12.43,19.1
01:18:12:51:00,19.9,0.12,5.8,67.81,22.89,39.09
01:18:13:41:00,21.2,0.122,12.7,24.15,12.07,18.56
01:18:13:51:00,21,0.12,12.7,23.7,11.85,18.21
01:18:14:51:00,19.9,0.109,8.1,32.76,19.66,22.66
01:18:15:51:00,19.9,0.1,6.9,17.74,11.98,12.79
01:18:16:51:00,19.9,0.1,5.8,6.2,4.18,4.47
01:18:17:51:00,19,0.1,6.9,0,0,0
01:18:18:40:00,15.8,0.086,8.1,0,0,0
01:18:18:51:00,16,0.081,6.9,0,0,0
01:18:19:51:00,17.1,0.1,5.8,0,0,0
01:18:20:51:00,15.1,0.081,6.9,0,0,0
01:18:21:51:00,12.9,0.07,5.8,0,0,0
01:18:22:51:00,12.9,0.07,3.5,0,0,0
01:18:23:51:00,10.9,0.061,0,0,0,0
01:19:00:51:00,14,0.07,0,0,0,0
01:19:01:51:00,12.9,0.07,3.5,0,0,0
01:19:02:51:00,14,0.081,0,0,0,0
01:19:03:51:00,14,0.09,0,0,0,0
01:19:04:51:00,14,0.09,0,0,0,0
01:19:04:59:00,14,0.086,3.5,0,0,0
01:19:05:10:00,14,0.086,4.6,0,0,0
01:19:05:51:00,14,0.09,6.9,0,0,0
01:19:06:51:00,12.9,0.081,3.5,0,0,0
01:19:07:51:00,10.9,0.07,4.6,0,0,0
01:19:08:43:00,10.4,0.068,5.8,13.49,8.09,9.33
01:19:08:51:00,10.9,0.061,4.6,15.44,9.27,10.68
01:19:09:51:00,12,0.07,3.5,27.95,16.77,19.33
01:19:10:10:00,12.2,0.086,0,31.11,18.66,21.52
01:19:10:51:00,16,0.1,5.8,36.61,21.96,25.32
01:19:11:05:00,17.6,0.104,4.6,38.07,22.84,26.34
01:19:11:44:00,17.6,0.104,3.5,24.63,12.32,18.93
01:19:11:51:00,18,0.1,4.6,24.85,12.43,19.1
01:19:12:51:00,19.9,0.12,5.8,67.81,22.89,39.09
01:19:13:41:00,21.2,0.122,12.7,24.15,12.07,18.56
01:19:13:51:00,21,0.12,12.7,23.7,11.85,18.21
01:19:14:51:00,19.9,0.109,8.1,32.76,19.66,22.66
01:19:15:51:00,19.9,0.1,6.9,17.74,11.98,12.79
01:19:16:51:00,19.9,0.1,5.8,6.2,4.18,4.47
01:19:17:51:00,19,0.1,6.9,0,0,0
01:19:18:40:00,15.8,0.086,8.1,0,0,0
01:19:18:51:00,16,0.081,6.9,0,0,0
01:19:19:51:00,17.1,0.1,5.8,0,0,0
01:19:20:51:00,15.1,0.081,6.9,0,0,0
01:19:21:51:00,12.9,0.07,5.8,0,0,0
01:19:22:51:00,12.9,0.07,3.5,0,0,0
01:19:23:51:00,10.9,0.061,0,0,0,0
01:20:00:51:00,9,0.05,0,0,0,0
01:20:01:51:00,7,0.019,0,0,0,0
01:20:02:51:00,6.1,0,0,0,0,0
01:20:03:51:00,3.9,0,0,0,0,0
01:20:04:51:00,3.9,0,0,0,0,0
01:20:05:51:00,3.9,0,6.9,0,0,0
01:20:06:19:00,5,-0.004,8.1,0,0,0
01:20:06:51:00,3.9,0,5.8,0,0,0
01:20:07:51:00,5,0,3.5,0,0,0
01:20:08:51:00,6.1,0.01,4.6,15.44,9.27,10.68
01:20:09:51:00,8.1,0.039,0,44.72,15.09,25.78
01:20:11:51:00,16,0.081,6.9,41.42,24.85,28.65
01:20:12:51:00,19,0.09,6.9,42.38,17.8,29.32
01:20:13:51:00,19.9,0.1,12.7,39.49,16.59,27.32
01:20:14:51:00,19.9,0.1,10.4,65.52,19.66,37.77
01:20:15:51:00,19.9,0.1,11.5,35.49,11.98,20.46
01:20:16:51:00,19.9,0.09,6.9,12.4,4.18,7.15
01:20:17:51:00,18,0.09,6.9,0,0,0
01:20:18:51:00,16,0.081,6.9,0,0,0
01:20:19:51:00,14,0.061,6.9,0,0,0
01:20:20:51:00,12,0.061,8.1,0,0,0
01:20:21:51:00,10.9,0.05,5.8,0,0,0
01:20:22:51:00,10.9,0.039,4.6,0,0,0
01:20:23:51:00,9,0.03,4.6,0,0,0
01:20:23:56:00,8.6,0.014,3.5,0,0,0
01:21:00:51:00,7,0.019,3.5,0,0,0
01:21:01:51:00,5,0,0,0,0,0
01:21:02:51:00,3,-0.02,0,0,0,0
01:21:03:51:00,1,-0.029,3.5,0,0,0
01:21:04:51:00,1,-0.029,0,0,0,0
01:21:05:45:00,-0.4,-0.058,4.6,0,0,0
01:21:05:51:00,0,-0.04,4.6,0,0,0
01:21:06:08:00,1.4,-0.04,4.6,0,0,0
01:21:06:30:00,1.4,-0.022,5.8,0,0,0
01:21:06:40:00,3.2,-0.022,5.8,0,0,0
01:21:06:51:00,3.9,0,6.9,0,0,0
01:21:07:10:00,3.2,-0.004,4.6,0,0,0
01:21:07:32:00,5,0.014,3.5,0,0,0
01:21:07:41:00,5,0.014,4.6,0,0,0
01:21:07:51:00,6.1,0.019,3.5,0,0,0
01:21:07:58:00,6.8,0.032,4.6,0.96,0.43,0.69
01:21:08:08:00,6.8,0.032,6.9,3.29,1.48,2.37
01:21:08:43:00,6.8,0.032,6.9,10.79,4.86,7.77
01:21:08:51:00,7,0.03,6.9,12.36,5.56,8.9
01:21:09:51:00,9,0.05,8.1,22.36,10.06,16.11
01:21:10:43:00,10.4,0.068,6.9,28.54,12.84,20.57
01:21:10:51:00,12,0.07,8.1,29.29,13.18,21.1
01:21:11:51:00,15.1,0.109,8.1,33.13,22.37,23.88
01:21:12:09:00,17.6,0.104,9.2,42.11,25.27,29.13
01:21:12:51:00,19,0.129,11.5,33.9,22.89,24.43
01:21:13:04:00,19.4,0.122,10.4,33.66,22.72,24.26
01:21:13:51:00,21.9,0.129,13.8,31.6,21.33,22.77
01:21:14:51:00,21.9,0.129,13.8,19.66,9.83,15.11
01:21:15:18:00,23,0.14,12.7,17.08,8.54,13.13
01:21:15:51:00,24.1,0.14,9.2,13.31,6.65,10.23
01:21:16:51:00,24.1,0.14,12.7,4.65,2.32,3.57
01:21:17:51:00,23,0.129,8.1,0,0,0
01:21:18:51:00,21,0.129,4.6,0,0,0
01:21:19:51:00,19.9,0.12,5.8,0,0,0
01:21:20:51:00,19,0.12,5.8,0,0,0
01:21:21:51:00,19,0.12,5.8,0,0,0
01:21:22:51:00,19,0.109,5.8,0,0,0
01:21:23:51:00,19.9,0.129,6.9,0,0,0
01:22:00:51:00,19.9,0.129,4.6,0,0,0
01:22:01:51:00,19.9,0.12,4.6,0,0,0
01:22:02:51:00,19.9,0.129,4.6,0,0,0
01:22:03:51:00,19.9,0.129,5.8,0,0,0
01:22:04:51:00,19.9,0.129,6.9,0,0,0
01:22:05:51:00,19.9,0.129,6.9,0,0,0
01:22:06:51:00,21.9,0.129,6.9,0,0,0
01:22:07:51:00,23,0.14,9.2,0,0,0
01:22:08:51:00,24.1,0.151,9.2,15.44,6.49,10.68
01:22:09:51:00,27,0.171,12.7,55.9,16.77,32.22
01:22:10:51:00,30,0.19,12.7,73.22,21.96,42.21
01:22:11:51:00,32,0.21,9.2,82.84,24.85,47.75
01:22:12:51:00,34,0.219,15,84.76,25.43,48.86
01:22:13:51:00,36,0.23,11.5,78.99,23.7,45.53
01:22:14:51:00,37,0.241,10.4,65.52,19.66,37.77
01:22:15:51:00,39,0.25,15,44.36,13.31,25.57
01:22:16:51:00,39,0.261,6.9,7.75,3.25,5.36
01:22:17:51:00,39,0.261,0,0,0,0
01:22:18:51:00,34,0.25,0,0,0,0
01:22:19:51:00,30.9,0.241,0,0,0,0
01:22:20:51:00,30,0.241,0,0,0,0
01:22:21:51:00,32,0.241,3.5,0,0,0
01:22:22:51:00,30.9,0.241,0,0,0,0
01:22:23:51:00,30.9,0.241,0,0,0,0
01:23:00:51:00,30.9,0.241,3.5,0,0,0
01:23:01:51:00,32,0.241,0,0,0,0
01:23:02:51:00,30,0.23,0,0,0,0
01:23:03:51:00,33.1,0.241,3.5,0,0,0
01:23:04:51:00,34,0.25,8.1,0,0,0
01:23:05:51:00,36,0.27,9.2,0,0,0
01:23:06:51:00,36,0.27,9.2,0,0,0
01:23:07:51:00,35.1,0.27,8.1,0,0,0
01:23:08:51:00,37,0.28,8.1,30.89,9.27,17.81
01:23:09:51:00,39,0.3,10.4,55.9,16.77,32.22
01:23:10:51:00,41,0.309,15,21.96,10.98,16.88
01:23:11:51:00,44.1,0.34,11.5,24.85,12.43,19.1
01:23:12:51:00,46,0.351,17.3,25.43,12.71,19.54
01:23:13:51:00,46,0.351,17.3,23.7,11.85,18.21
01:23:14:51:00,48,0.36,17.3,19.66,9.83,15.11
01:23:15:51:00,48,0.351,16.1,13.31,6.65,10.23
01:23:16:51:00,46.9,0.34,15,6.2,4.18,4.47
01:23:17:51:00,43,0.309,11.5,0,0,0
01:23:18:51:00,39.9,0.28,16.1,0,0,0
01:23:19:51:00,37,0.27,18.4,0,0,0
01:23:20:46:00,33.8,0.248,17.3,0,0,0
01:23:20:51:00,34,0.25,13.8,0,0,0
01:23:21:51:00,30,0.23,19.6,0,0,0
01:23:22:51:00,30,0.23,12.7,0,0,0
01:23:23:51:00,30,0.219,10.4,0,0,0
01:24:00:51:00,30,0.21,11.5,0,0,0
01:24:01:51:00,30,0.199,10.4,0,0,0
01:24:02:04:00,30.2,0.194,16.1,0,0,0
01:24:02:51:00,30,0.19,10.4,0,0,0
01:24:03:51:00,28.9,0.19,11.5,0,0,0
01:24:04:51:00,28.9,0.19,6.9,0,0,0
01:24:05:22:00,28.4,0.194,10.4,0,0,0
01:24:05:42:00,28.4,0.194,12.7,0,0,0
01:24:05:51:00,28,0.199,11.5,0,0,0
01:24:06:11:00,26.6,0.176,18.4,0,0,0
01:24:06:42:00,26.6,0.158,17.3,0,0,0
01:24:06:51:00,27,0.16,17.3,0,0,0
01:24:07:51:00,25,0.14,13.8,0,0,0
01:24:08:51:00,24.1,0.151,12.7,12.36,8.34,8.9
01:24:09:22:00,24.8,0.122,16.1,13.43,6.72,10.32
01:24:09:51:00,25,0.12,17.3,16.77,8.39,12.89
01:24:09:58:00,24.8,0.104,13.8,17.5,8.75,13.45
01:24:10:51:00,24.1,0.1,10.4,21.96,10.98,16.88
01:24:11:51:00,23,0.081,16.1,24.85,12.43,19.1
01:24:12:51:00,23,0.061,10.4,25.43,12.71,19.54
01:24:13:51:00,23,0.07,13.8,23.7,11.85,18.21
01:24:14:51:00,23,0.061,11.5,19.66,9.83,15.11
01:24:15:51:00,21.9,0.05,9.2,35.49,11.98,20.46
01:24:16:51:00,21,0.05,9.2,12.4,4.18,7.15
01:24:17:51:00,19,0.05,9.2,0,0,0
01:24:18:51:00,18,0.039,4.6,0,0,0
01:24:19:51:00,17.1,0.039,0,0,0,0
01:24:20:51:00,17.1,0.039,0,0,0,0
01:24:21:51:00,16,0.05,0,0,0,0
01:24:22:51:00,15.1,0.05,0,0,0,0
01:24:23:51:00,15.1,0.05,0,0,0,0
01:25:00:51:00,12.9,0.061,0,0,0,0
01:25:01:51:00,14,0.061,0,0,0,0
01:25:02:51:00,12,0.061,0,0,0,0
01:25:03:51:00,12,0.061,0,0,0,0
01:25:04:51:00,10.9,0.061,0,0,0,0
01:25:05:51:00,10.9,0.05,3.5,0,0,0
01:25:06:51:00,10.9,0.061,0,0,0,0
01:25:07:51:00,12.9,0.081,0,0,0,0
01:25:08:51:00,15.1,0.09,0,12.36,8.34,8.9
01:25:09:51:00,16,0.1,0,22.36,15.09,16.11
01:25:10:51:00,18,0.09,5.8,29.29,19.77,21.1
01:25:11:51:00,19,0.081,6.9,33.13,22.37,23.88
01:25:12:09:00,17.6,0.086,8.1,33.69,15.16,24.28
01:25:12:16:00,17.6,0.086,8.1,33.83,15.22,24.38
01:25:12:23:00,17.6,0.104,8.1,33.93,15.27,24.45
01:25:12:45:00,17.6,0.104,8.1,33.97,22.93,24.48
01:25:12:51:00,16,0.109,4.6,25.43,12.71,19.54
01:25:12:58:00,15.8,0.104,5.8,33.79,22.81,24.35
01:25:13:20:00,15.8,0.122,8.1,33.17,22.39,23.9
01:25:13:36:00,15.8,0.104,6.9,32.46,21.91,23.39
01:25:13:47:00,15.8,0.104,5.8,31.84,14.33,22.95
01:25:13:51:00,16,0.109,5.8,31.6,14.22,22.77
01:25:14:02:00,15.8,0.104,6.9,30.84,13.88,22.22
01:25:14:11:00,15.8,0.104,5.8,30.14,13.56,21.72
01:25:14:51:00,16,0.109,3.5,26.21,11.79,18.89
01:25:15:13:00,15.8,0.104,4.6,23.46,10.56,16.91
01:25:15:22:00,15.8,0.104,4.6,22.22,10,16.01
01:25:15:33:00,15.8,0.104,4.6,20.61,9.27,14.85
01:25:15:51:00,16,0.109,3.5,17.74,7.98,12.79
01:25:16:26:00,15.8,0.104,4.6,11.38,5.12,8.2
01:25:16:51:00,16,0.1,4.6,6.2,2.79,4.47
01:25:17:51:00,16,0.09,4.6,0,0,0
01:25:18:51:00,16,0.09,4.6,0,0,0
01:25:19:51:00,16,0.09,3.5,0,0,0
01:25:20:51:00,16,0.09,3.5,0,0,0
01:25:21:51:00,15.1,0.09,0,0,0,0
01:25:22:51:00,16,0.09,0,0,0,0
01:25:23:51:00,16,0.09,0,0,0,0
01:26:00:51:00,16,0.1,0,0,0,0
01:26:01:51:00,16,0.1,0,0,0,0
01:26:02:51:00,16,0.09,3.5,0,0,0
01:26:03:51:00,16,0.09,5.8,0,0,0
01:26:04:51:00,15.1,0.09,5.8,0,0,0
01:26:05:10:00,15.8,0.086,4.6,0,0,0
01:26:05:27:00,15.8,0.086,0,0,0,0
01:26:05:51:00,15.1,0.081,0,0,0,0
01:26:06:51:00,15.1,0.081,3.5,0,0,0
01:26:07:51:00,16,0.07,5.8,0,0,0
01:26:08:51:00,16,0.061,5.8,12.36,8.34,8.9
01:26:09:51:00,17.1,0.07,4.6,22.36,15.09,16.11
01:26:10:51:00,18,0.07,0,29.29,19.77,21.1
01:26:11:51:00,19,0.081,0,33.13,22.37,23.88
01:26:12:51:00,19.9,0.081,0,33.9,22.89,24.43
01:26:13:51:00,19.9,0.09,0,31.6,21.33,22.77
01:26:14:51:00,21,0.09,0,26.21,17.69,18.89
01:26:15:51:00,21.9,0.09,0,17.74,11.98,12.79
01:26:16:51:00,21.9,0.081,5.8,6.2,4.18,4.47
01:26:17:51:00,21,0.07,4.6,0,0,0
01:26:18:51:00,21,0.07,4.6,0,0,0
01:26:19:51:00,21,0.081,4.6,0,0,0
01:26:20:51:00,21,0.081,3.5,0,0,0
01:26:21:51:00,21,0.081,4.6,0,0,0
01:26:22:51:00,19.9,0.09,4.6,0,0,0
01:26:23:51:00,19.9,0.09,5.8,0,0,0
01:27:00:08:00,19.4,0.104,4.6,0,0,0
01:27:00:42:00,17.6,0.122,0,0,0,0
01:27:00:51:00,19,0.129,4.6,0,0,0
01:27:01:03:00,17.6,0.104,4.6,0,0,0
01:27:01:51:00,19,0.1,3.5,0,0,0
01:27:02:51:00,19,0.1,0,0,0,0
01:27:03:31:00,17.6,0.122,4.6,0,0,0
01:27:03:51:00,18,0.129,4.6,0,0,0
01:27:03:58:00,17.6,0.122,5.8,0,0,0
01:27:04:16:00,17.6,0.122,6.9,0,0,0
01:27:04:51:00,18,0.12,5.8,0,0,0
01:27:05:07:00,17.6,0.122,5.8,0,0,0
01:27:05:26:00,17.6,0.122,6.9,0,0,0
01:27:05:41:00,17.6,0.122,8.1,0,0,0
01:27:05:51:00,18,0.129,5.8,0,0,0
01:27:05:58:00,17.6,0.122,4.6,0,0,0
01:27:06:48:00,17.6,0.122,5.8,0,0,0
01:27:06:51:00,18,0.129,5.8,0,0,0
01:27:07:05:00,17.6,0.122,5.8,0,0,0
01:27:07:35:00,17.6,0.122,5.8,0,0,0
01:27:07:51:00,18,0.129,4.6,0,0,0
01:27:08:11:00,17.6,0.122,4.6,3.98,1.79,2.86
01:27:08:51:00,19.9,0.129,5.8,12.36,5.56,8.9
01:27:09:51:00,19.9,0.129,8.1,22.36,15.09,16.11
01:27:10:51:00,21,0.14,6.9,29.29,19.77,21.1
01:27:11:51:00,21.9,0.14,5.8,33.13,22.37,23.88
01:27:12:51:00,23,0.14,8.1,33.9,22.89,24.43
01:27:13:51:00,24.1,0.151,9.2,31.6,21.33,22.77
