ID #	Area	Main Heating System	Second Heating System - 1	Second Heating System - 2	Winter Tstat Setting - Daytime	Winter Tstat Setting - Nighttime	Home's Winter Temp	Programmable Tstat	Month Start Heating	Month Stop Heating	# of Tstats	Tstat Location	AC System	Summer AC Use	Summer Tstat Setting - Daytime	Summer Tstat Setting - Nighttime	Home's summer temp	Sq footage	Yr built	Refrigerator	Freezer	Clothes washer	Clothes dryer	Dishwasher	Stove/range	Microwave	PC	Large screen TV	Reg TV	Hot tub/spa	Swimming pool	Change Time Use of Diswasher	Change Time Use of Stove/range	Change Time Use of Microwave	Change Time Use of PC	Change Time Use of Lg screen TV	Change Time Use of Reg TV	Change Time Use of Hot tub/spa	Loads laundry per week	Temp setting for closther washer	Time laundry is done	Change laundry schedule	Showers/baths per week	Low-flow shower head	Change shower time	Water heater	Water heater timer	Amt of hot water	Water heater set	# of water heaters	Location of water heater	# of People Age 0 - 11	# of People Age 12 - 18	# of People Age 18 - 25	# of People Age 26 - 35	# of People Age 36 - 45	# of People Age 46 - 55	# of People Age 55 - 65	# of People Age 66 or Older	Income	Responsible Occupant - Gender	Responsible Occupant - Age	Responsible Occupant - Education	Responsible Occupant - Internet comfort level
705	P	Electric, central forced air	Electric baseboard	Woodstove or fireplace	68	60	just right	No	October	April	1	Main floor hallway	None	Never	40	40	Just right	1,500 – 1,999 sq. ft.	Before 1950	x		x	x		x	x	x		x			Blank	Yes	Yes	No	Blank	No	Blank	4 to 6 	Warm / Cold	At various times	Yes	6 to 10	No	No	Electric	No	Usually sufficient	To prevent scalding (about 120 F)	1	Kitchen						2			$80,000 to $99,999	Male	46 to 55	Graduated college	Very comfortable
713	P	Electric radiant heating	Woodstove or fireplace		68	68	just right	No	October	May	2	Main floor Hallway	None	Don't have one	50	50	Just right	More than 3,500 sq. ft.	1950s	1	1	1	1	1	1	1	2		3	1		Yes	Yes	Yes	Yes	Not sure	Yes	No	1 to 3	Warm / Cold	At various times	Yes	6 to 10	Not sure	No	Electric	Not sure	Usually sufficient	Blank	2	Basement							1	1	Refused	Female	66 or older	Graduate college/professional school	Very comfortable
715	P	Electric heat pump, central forced air	Woodstove or fireplace		68	62	just right	Yes	November	April	1	Living Room	Heat pump	Occasionally	78	78	Just right	2,500 – 2,999 sq. ft.	1960s	1	1	1	1	1	1	1	1	0	1	1	0	Yes	Yes	Yes	No	Blank	Yes	Yes	1 to 3	Warm / Cold	At various times	Yes	6 to 10	Yes	Yes	Electric	No	Usually sufficient	For the dishwasher/clothes washer (about 140 F)	1	Basement								1	$20,000 to $39,999	Male	66 or older	Graduate college/professional school	Very comfortable
727	C	Electric, central forced air	None		70	68	just right	Yes	November	April	1	Main floor Hallway	Heat pump	Occasionally	68	68	Just right	3,000 – 3,499 sq. ft.	1990s	x	x	x	x	x	x	x	x		x	x		Not sure	Not sure	Not sure	Not sure	Not sure	Not sure	Not sure	1 to 3	Warm / Cold	At various times	Yes	6 to 10	Yes	No	Electric	No	Usually sufficient	To prevent scalding (about 120 F)	1	Garage						2			$80,000 to $99,999	Blank	Blank	Blank	Blank
730	C	Electric, central forced air	Woodstove or fireplace		Blank	Blank	just right	Yes	September	June	1	Dining Room/Main floor Hallway	None	Don't have one	Blank	blank	Just right	1,500 – 1,999 sq. ft.	1990s	1	1	1	1	1	1	1	1		2			Yes	No	No	No	Yes	No	Yes	1 to 3	Warm / Cold	At various times	Yes	16 to 20	Yes	No	Electric	Yes	Usually sufficient	For the dishwasher/clothes washer (about 140 F)	1	Family Room						2			$100,000 or more	Male	46 to 55	Some college	Very comfortable
731	C	Electric heat pump, central forced air	Woodstove or fireplace		64	60	just right	Yes			1	Hallway	Heat pump	Occasionally	80	80	Just right	2,000 – 2,499 sq. ft.	1970-1978	2	1	1	1	1	1	1	1	0	1	1	0	Yes	Yes	Yes	Yes	Blank	Yes	Yes	4 to 6 	Warm / Cold	At various times	Yes	0 to 5	Yes	Not sure	Electric	No	Usually sufficient	For the dishwasher/clothes washer (about 140 F)	1	Closet in Hallway							2		$60,000 to $79,999	Male	55 to 65	Graduated college	Very comfortable
734	C	Electric heat pump, central forced air			68	62	just right	Not sure	November	June	1	Second Floor Hallway	Heat pump	Occasionally	72	Off	Just right	2,500 – 2,999 sq. ft.	1970-1978	x		x	x	x	x	x	x		x			Yes	No	No	No	Blank	No	Yes	4 to 6 	Warm / Cold	At various times	Yes	11 to 15	Not sure	No	Electric	Not sure	Usually sufficient	Blank	1	Laundry Room							1		$100,000 or more	Male	55 to 65	Graduate college/professional school	Very comfortable
735	C	Electric, central forced air	None		50	50	too cool	Not sure	October	Blank	1	Main floor Hallway	None	Don't have one	50	Blank	Just right	1,000 – 1,499 sq. ft.	1970-1978	x		x	x	x	x	x	x		x			Yes	Not sure	Not sure	Yes	Not applicable	Not sure	Blank	4 to 6 	Warm / Cold	At various times	Yes	6 to 10	Yes	Not sure	Electric	Not sure	Usually sufficient	For the dishwasher/clothes washer (about 140 F)	1	Second floor Closet							1		Refused	Female	55 to 65	Some college	Very comfortable
737	C	Electric heat pump, central forced air	Woodstove or fireplace		67	62	just right	No	September	July	1	Main floor Hallway	Heat pump	Never	62-65	62-65	Just right	2,000 – 2,499 sq. ft.	1978-1989	1	1	1	1	1	1	1	1		1	1		Yes	Not sure	Yes	No	Blank	Not sure	Yes	4 to 6 	Warm / Cold	At various times	Yes	11 to 15	Yes	Not sure	Electric	No	Usually sufficient	For the dishwasher/clothes washer (about 140 F)	1	Garage								2	Refused	Female	66 or older	Graduated college	Very comfortable
739	C	Electric heat pump, central forced air	Electric baseboard	Woodstove or fireplace	68	55	just right	Yes	October	May	1	Main floor Hallway	Heat pump	Occasionally	80	80	Too warm	2,000 – 2,499 sq. ft.	1990s	1	1	1	1	1	1	1	2		1	1		Yes	Not sure	Not sure	No		Not sure	Yes	1 to 3	Warm / Cold	At various times	Yes	6 to 10	Not sure	Yes	Electric	No	Usually sufficient	To prevent scalding (about 120 F)	1	Utility room							1	1	$60,000 to $79,999	Female	55 to 65	Graduate college/professional school	Very comfortable
742	C	Electric, central forced air	Portable electric heater(s)		72	68	just right	Yes	October	June	1	Living Room- Center of House	None	Don't have one	72	68	Too warm	1,500 – 1,999 sq. ft.	1990s	2	0	1	1	1	1	1	1	1	1	1	0	Yes	Yes	Yes	Not sure	Not sure	Not sure	Not sure	4 to 6 	Warm / Cold	At various times	Not sure	6 to 10	Yes	No	Electric	No	Usually sufficient	To prevent scalding (about 120 F)	1	Laundry Room Closet					2				$60,000 to $79,999	Male	36 to 45	High school	Very comfortable
744	C	Electric heat pump, central forced air	Woodstove or fireplace		70	65	too cool	Yes			1	Main floor hallway	Heat pump	Occasionally	70	65	Just right	2,000 – 2,499 sq. ft.	1978-1989	1	1	1	1	1	1	1	2	1	1			Yes	Not sure	Not sure	Yes	Yes	Yes	Blank	1 to 3	Warm / Cold	At various times	Yes	6 to 10	Not sure	Not sure	Electric	No	Usually sufficient	To prevent scalding (about 120 F)	1	Front Hall Closet								2	$60,000 to $79,999	Male	66 or older	Graduate college/professional school	Very comfortable
746	C	Electric heat pump, central forced air	Electric, central forced air		70	67	just right	Yes	October	May	1	Family Room	Heat pump	Occasionally	60	60	Just right	2,500 – 2,999 sq. ft.	1990s	1	1	1	1	1	1	1	2	0	2	0	0	Yes	No	No	No	Blank	No	Blank	7 to 9	Warm / Cold	At various times	Yes	11 to 15	Yes	Yes	Electric	No	Usually sufficient	To prevent scalding (about 120 F)	2	Pantry/Bedroom Closet									$40,000 to $59,999	Male	66 or older	Graduate college/professional school	Very comfortable
747	C	Electric, central forced air	Woodstove or fireplace		68	62	just right	Yes	January	December	1	Main Hallway	Heat pump	Occasionally	72	73	Just right	1,500 – 1,999 sq. ft.	1990s	2	1	1	1	1	1	1	1	1	2			Yes	Yes	Not sure	No	No	No	Blank	1 to 3	Cold / Cold	At various times	Yes	6 to 10	Yes	Yes	Electric	No	Usually sufficient	To prevent scalding (about 120 F)	1	Garage						2			$20,000 to $39,999	Male	55 to 65	Trade or technical school	Very comfortable
752	P	Electric heat pump, central forced air	Other		65	68	just right	No	September	May	1	Dining Room	Heat pump	Occasionally	50	50	Just right	1,500 – 1,999 sq. ft.	1990s	x		x	x	x	x	x	x	x	x			Yes	Yes	Yes	Not sure	Blank	Yes	Blank	1 to 3	Warm / Cold	At various times	Yes	11 to 15	Yes	Not sure	Electric	No	Usually sufficient	For the dishwasher/clothes washer (about 140 F)	1	Bottom floor						2			$80,000 to $99,999	Male	46 to 55	Some college	A little comfortable
753	C	Electric heat pump, central forced air	None		70	65	just right	Yes	November	April	1	Living Room/Hallway	Heat pump	Occasionally	80	n/a	Just right	1,500 – 1,999 sq. ft.	1990s	1	1	1	1	1	1	2	2		2			Yes	Yes	Yes	Yes				4 to 6 	Cold / Cold	At various times	Yes	0 to 5	Yes	Yes	Electric	No	Usually sufficient	To prevent scalding (about 120 F)	1	Laundry Room								2	$40,000 to $59,999	Male	66 or older	Graduate college/professional school	Very comfortable
754	C	Electric heat pump, central forced air	Blank		72	65	just right	Yes	October	June	1	Main floor hallway	Heat pump	Occasionally	76	80	Just right	2,500 – 2,999 sq. ft.	2000s	x	x	x	x	x	x	x	x		x	x		Yes	No	no	no	Blank	Not sure	Not sure	7 to 9	Warm / Cold	At various times	Yes	20 or more	Not sure	Not sure	Electric	No	Usually sufficient	For the dishwasher/clothes washer (about 140 F)	1	Garage		1				1	1		$60,000 to $79,999	Male	55 to 65	Graduate college/professional school	Very comfortable
755	C	Electric heat pump, central forced air	None		70	68	just right	Yes	October	May	1	Main floor hallway	Heat pump	Occasionally	blank	blank	Just right	1,000 – 1,499 sq. ft.	1960s	1	1	1	1	1	1	1	1	1	1			Yes	Yes	Yes	Yes	Yes	Yes	Yes	1 to 3	Warm / Cold	At various times	Yes	6 to 10	Yes	Yes	Electric	No	Usually sufficient	For the dishwasher/clothes washer (about 140 F)	1	Laundry Room							2		$40,000 to $59,999	Male	55 to 65	Graduated college	Very comfortable
756	C	Electric heat pump, central forced air	Woodstove or fireplace		72	70	just right	Yes	October	April	1	Family Room	Heat pump	Occasionally	74	74	Just right	1,500 – 1,999 sq. ft.	1990s	x	x	x	x	x	x	x		x				Yes	No	no	no	Yes	No	Blank	1 to 3	Warm / Cold	At various times	Yes	0 to 5	Yes	Yes	Electric	No	Usually sufficient	To prevent scalding (about 120 F)	1	Closet								2	$100,000 or more	Male	66 or older	Graduate college/professional school	Very comfortable
760	P	Electric, central forced air	Woodstove or fireplace	Other	64	66	too cool	no	October	May	1	Main floor hallway	None	Don't have one	off	off	Just right	1,500 – 1,999 sq. ft.	1950s	x	x	x	x	x	x	x	x		x			Yes	No	No	Not sure	Blank	No	Blank	1 to 3	Warm / Cold	At various times	Yes	6 to 10	Yes	Not sure	Electric	No	Usually sufficient	To prevent scalding (about 120 F)	1	Basement							1	1	$40,000 to $59,999	Female	55 to 65	Graduate college/professional school	Very comfortable
761	P	Electric heat pump, central forced air	Electric, central forced air		71	55	just right	Yes	October	May	1	Living Room	Heat pump	Occasionally	71	55	Just right	1,000 – 1,499 sq. ft.	1990s	2	0	1	1	1	1	1	2	0	1	0	0	Yes	Not sure	Yes	Yes	Blank	No	Blank	4 to 6 	Warm / Cold	At various times	Yes	11 to 15	Yes	Yes	Electric	No	Usually sufficient	To prevent scalding (about 120 F)	2	Garage; Crawl Space								2	$40,000 to $59,999	Male	66 or older	High school	A little comfortable
763	C	Electric heat pump, central forced air	Portable electric heater(s)		75	0	just right	Yes	September	July	1	Living Room	Heat pump	Never	0	0	Just right	1,000 – 1,499 sq. ft.	1990s	x	x	x	x	x	x	x	x		x			Yes	No	Yes	Not sure	Blank	Not sure	Blank	1 to 3	Warm / Cold	At various times	Yes	0 to 5	No	Not sure	Electric	No	Usually sufficient	Blank	1	House								2	Up to $19,999	Female	66 or older	Graduate college/professional school	Very comfortable
764	P	Electric, central forced air	None		68	off	just right	Not sure	November	May	1	Living Room	None	Don't have one	off	off	Just right	1,500 – 1,999 sq. ft.	1990s	2	1	1	1	1	1	1	3	1	4	0	0	Yes	No	No	No	No	Blank	Blank	4 to 6 	Cold / Cold	At various times	Yes	11 to 15	No	Yes	Electric	No	Sometimes sufficient	To prevent scalding (about 120 F)	1	Back Porch								2	$20,000 to $39,999	Female	66 or older	Some high school	Very comfortable
766	C	Electric heat pump, central forced air	Woodstove or fireplace		70	68	just right	Yes	October	May	1	Hallway	Heat pump	Occasionally	75	75	Just right	2,500 – 2,999 sq. ft.	2000s	x		x	x	x	x	x	x	x	x			Yes	Blank	Blank	Blank	Blank	Blank	Blank	4 to 6 	Warm / Cold	At various times	Not sure	0 to 5	Not sure	Not sure	Electric	No	Usually sufficient	To prevent scalding (about 120 F)	1	Garage						1		1	$80,000 to $99,999	Male	66 or older	Graduated college	Very comfortable
767	C	Electric heat pump, central forced air	Woodstove or fireplace		73	70	too cool	Not sure	September	June	1	Main floor Main hall	Heat pump	Routinely	65	70	Too warm	2,500 – 2,999 sq. ft.	1978-1989	1	0	1	1	1	1	1	1	0	2	0	0	Not sure	No	Not sure	Not sure	Not applicable	Yes	Not applicable	4 to 6 	Warm / Cold	At the same time of day	Yes	6 to 10	Not sure	Not sure	Electric	Not sure	Usually sufficient	For the dishwasher/clothes washer (about 140 F)	1	Laundry Room						1		1	$20,000 to $39,999	Female	46 to 55	Graduated college	Very comfortable
776	C	Electric, central forced air	Portable electric heater(s)		70	60	too cool	No	November	May	1	Hallway	None	Don't have one	60	55	Too warm	Less than 1000 sq. ft.	1970-1978	2	1	1	1	1		1	2	0	2	0	0	Yes	No	No	No	Not sure	Not sure	Yes	1 to 3	Warm / Cold	At various times	Yes	0 to 5	Not sure	Yes	Electric	Yes	Usually sufficient	To prevent scalding (about 120 F)	1	Access Door				1		1			Up to $19,999	Male	46 to 55	Some college	Very comfortable
