# Center-tapped Distribution transformer definitions
Name, NumPhases, Wdg1Bus, phase, Wdg1kV, Wdg1kVA, Wdg2Bus, phase, Wdg2kV, Wdg2kVA, Wdg3Bus, phase, Wdg3kV, Wdg3kVA, %imag, %R1, %R2, %R3, %NoLoadLoss, %X12, %X13, %X23
T5391750B, 1, L2897764, B, 7.2, 25, X2897764B, a, 0.12, 25, X2897764B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260494B, 1, L3068944, B, 7.2, 37.5, X3068944B, a, 0.12, 37.5, X3068944B, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138770A, 1, L2897781, A, 7.2, 10, X2897781A, a, 0.12, 10, X2897781A, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302637A, 1, L2748132, A, 7.2, 15, X2748132A, a, 0.12, 15, X2748132A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302367B, 1, L2766727, B, 7.2, 15, X2766727B, a, 0.12, 15, X2766727B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5391739B, 1, L2954339, B, 7.2, 25, X2954339B, a, 0.12, 25, X2954339B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T28120855A, 1, L2673316, A, 7.2, 10, X2673316A, a, 0.12, 10, X2673316A, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T2224237713A, 1, L3649304, A, 7.2, 37.5, X3649304A, a, 0.12, 37.5, X3649304A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5323241B, 1, L2710508, B, 7.2, 15, X2710508B, a, 0.12, 15, X2710508B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138679A, 1, L2710520, A, 7.2, 15, X2710520A, a, 0.12, 15, X2710520A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302813C, 1, L3010567, C, 7.2, 15, X3010567C, a, 0.12, 15, X3010567C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226193745B, 1, L2876798, B, 7.2, 25, X2876798B, a, 0.12, 25, X2876798B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T228314460C, 1, L3253570, C, 7.2, 25, X3253570C, a, 0.12, 25, X3253570C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5391977A, 1, L3216350, A, 7.2, 25, X3216350A, a, 0.12, 25, X3216350A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5321854B, 1, L2804257, B, 7.2, 15, X2804257B, a, 0.12, 15, X2804257B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5356789C, 1, L3048937, C, 7.2, 15, X3048937C, a, 0.12, 15, X3048937C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338973A, 1, L2748157, A, 7.2, 37.5, X2748157A, a, 0.12, 37.5, X2748157A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226193838C, 1, L3008237, C, 7.2, 25, X3008237C, a, 0.12, 25, X3008237C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5293652A, 1, L3235258, A, 7.2, 15, X3235258A, a, 0.12, 15, X3235258A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5293652B, 1, L3235258, B, 7.2, 37.5, X3235258B, a, 0.12, 37.5, X3235258B, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5293652C, 1, L3235258, C, 7.2, 15, X3235258C, a, 0.12, 15, X3235258C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338978C, 1, L2766738, C, 7.2, 25, X2766738C, a, 0.12, 25, X2766738C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337703B, 1, L2691948, B, 7.2, 15, X2691948B, a, 0.12, 15, X2691948B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21393570C, 1, L2674052, C, 7.2, 15, X2674052C, a, 0.12, 15, X2674052C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T0107693B, 1, L3160868, B, 7.2, 25, X3160868B, a, 0.12, 25, X3160868B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T28128464C, 1, L3048889, C, 7.2, 25, X3048889C, a, 0.12, 25, X3048889C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260572C, 1, L3236004, C, 7.2, 15, X3236004C, a, 0.12, 15, X3236004C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5293519B, 1, L3235255, B, 7.2, 5, X3235255B, a, 0.12, 5, X3235255B, b, 0.12, 5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21386157A, 1, L3067447, A, 7.2, 25, X3067447A, a, 0.12, 25, X3067447A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226163575B, 1, L2989432, B, 7.2, 25, X2989432B, a, 0.12, 25, X2989432B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302514A, 1, L2973164, A, 7.2, 10, X2973164A, a, 0.12, 10, X2973164A, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138343C, 1, L3010565, C, 7.2, 10, X3010565C, a, 0.12, 10, X3010565C, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226192762B, 1, L2689678, B, 7.2, 5, X2689678B, a, 0.12, 5, X2689678B, b, 0.12, 5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5157717B, 1, L2748840, B, 7.2, 15, X2748840B, a, 0.12, 15, X2748840B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260602B, 1, L2989566, B, 7.2, 15, X2989566B, a, 0.12, 15, X2989566B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138416C, 1, L3141388, C, 7.2, 10, X3141388C, a, 0.12, 10, X3141388C, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21397771A, 1, L2673317, A, 7.2, 15, X2673317A, a, 0.12, 15, X2673317A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21399171C, 1, L2822870, C, 7.2, 15, X2822870C, a, 0.12, 15, X2822870C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226191779C, 1, L2745799, C, 7.2, 25, X2745799C, a, 0.12, 25, X2745799C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5207291C, 1, L2786274, C, 7.2, 25, X2786274C, a, 0.12, 25, X2786274C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302679A, 1, L2897772, A, 7.2, 15, X2897772A, a, 0.12, 15, X2897772A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5441854C, 1, L2935566, C, 7.2, 25, X2935566C, a, 0.12, 25, X2935566C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T228532641A, 1, L3091052, A, 7.2, 37.5, X3091052A, a, 0.12, 37.5, X3091052A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138776C, 1, L3010566, C, 7.2, 15, X3010566C, a, 0.12, 15, X3010566C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302410A, 1, L3104131, A, 7.2, 25, X3104131A, a, 0.12, 25, X3104131A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5356010A, 1, L3216336, A, 7.2, 25, X3216336A, a, 0.12, 25, X3216336A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226192994A, 1, L2858166, A, 7.2, 10, X2858166A, a, 0.12, 10, X2858166A, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337629C, 1, L2748128, C, 7.2, 25, X2748128C, a, 0.12, 25, X2748128C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338967C, 1, L2673318, C, 7.2, 25, X2673318C, a, 0.12, 25, X2673318C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21397304A, 1, L2973169, A, 7.2, 15, X2973169A, a, 0.12, 15, X2973169A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5310570A, 1, L3160106, A, 7.2, 25, X3160106A, a, 0.12, 25, X3160106A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260637C, 1, L2842384, C, 7.2, 10, X2842384C, a, 0.12, 10, X2842384C, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260577C, 1, L2767341, C, 7.2, 37.5, X2767341C, a, 0.12, 37.5, X2767341C, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5293658C, 1, L3189188, C, 7.2, 50, X3189188C, a, 0.12, 50, X3189188C, b, 0.12, 50, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21482279A, 1, L2710544, A, 7.2, 15, X2710544A, a, 0.12, 15, X2710544A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21015706A, 1, L3160123, A, 7.2, 15, X3160123A, a, 0.12, 15, X3160123A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5355607B, 1, L2991927, B, 7.2, 25, X2991927B, a, 0.12, 25, X2991927B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21483138A, 1, L3122847, A, 7.2, 15, X3122847A, a, 0.12, 15, X3122847A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226192492B, 1, L3008232, B, 7.2, 10, X3008232B, a, 0.12, 10, X3008232B, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260591B, 1, L3179607, B, 7.2, 25, X3179607B, a, 0.12, 25, X3179607B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5293486C, 1, L2673346, C, 7.2, 25, X2673346C, a, 0.12, 25, X2673346C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337690B, 1, L3104127, B, 7.2, 25, X3104127B, a, 0.12, 25, X3104127B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5356805A, 1, L3195321, A, 7.2, 15, X3195321A, a, 0.12, 15, X3195321A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338963C, 1, L2673303, C, 7.2, 15, X2673303C, a, 0.12, 15, X2673303C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5294789A, 1, L2895461, A, 7.2, 25, X2895461A, a, 0.12, 25, X2895461A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226192684A, 1, L3027116, A, 7.2, 15, X3027116A, a, 0.12, 15, X3027116A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21475841A, 1, L2992657, A, 7.2, 25, X2992657A, a, 0.12, 25, X2992657A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337642C, 1, L3104154, C, 7.2, 37.5, X3104154C, a, 0.12, 37.5, X3104154C, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21451973B, 1, L3010580, B, 7.2, 15, X3010580B, a, 0.12, 15, X3010580B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T2224386863A, 1, L3727710, A, 7.2, 37.5, X3727710A, a, 0.12, 37.5, X3727710A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5351021C, 1, L2692664, C, 7.2, 15, X2692664C, a, 0.12, 15, X2692664C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21384099A, 1, L3215385, A, 7.2, 37.5, X3215385A, a, 0.12, 37.5, X3215385A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21384099B, 1, L3215385, B, 7.2, 50, X3215385B, a, 0.12, 50, X3215385B, b, 0.12, 50, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21384099C, 1, L3215385, C, 7.2, 37.5, X3215385C, a, 0.12, 37.5, X3215385C, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21397645A, 1, L2860493, A, 7.2, 25, X2860493A, a, 0.12, 25, X2860493A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T227896008C, 1, L3177881, C, 7.2, 25, X3177881C, a, 0.12, 25, X3177881C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T2224386842A, 1, L3727709, A, 7.2, 37.5, X3727709A, a, 0.12, 37.5, X3727709A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138752B, 1, L2785528, B, 7.2, 15, X2785528B, a, 0.12, 15, X2785528B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5339012B, 1, L2973171, B, 7.2, 25, X2973171B, a, 0.12, 25, X2973171B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138412C, 1, L2785523, C, 7.2, 15, X2785523C, a, 0.12, 15, X2785523C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T2224237546A, 1, L3649300, A, 7.2, 37.5, X3649300A, a, 0.12, 37.5, X3649300A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302861C, 1, L2748133, C, 7.2, 15, X2748133C, a, 0.12, 15, X2748133C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21399630A, 1, L3233353, A, 7.2, 15, X3233353A, a, 0.12, 15, X3233353A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337705B, 1, L2785547, B, 7.2, 25, X2785547B, a, 0.12, 25, X2785547B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5323277B, 1, L2897800, B, 7.2, 10, X2897800B, a, 0.12, 10, X2897800B, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337652B, 1, L2991939, B, 7.2, 25, X2991939B, a, 0.12, 25, X2991939B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T225571845B, 1, L2948732, B, 7.2, 15, X2948732B, a, 0.12, 15, X2948732B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5247162B, 1, L0247162, B, 7.2, 15, X0247162B, a, 0.12, 15, X0247162B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5247126B, 1, L2879065, B, 7.2, 10, X2879065B, a, 0.12, 10, X2879065B, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138561A, 1, L3104121, A, 7.2, 25, X3104121A, a, 0.12, 25, X3104121A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5293425A, 1, L2763153, A, 7.2, 25, X2763153A, a, 0.12, 25, X2763153A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5294786C, 1, L2766724, C, 7.2, 15, X2766724C, a, 0.12, 15, X2766724C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260491C, 1, L2805031, C, 7.2, 37.5, X2805031C, a, 0.12, 37.5, X2805031C, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5275248B, 1, L2805036, B, 7.2, 10, X2805036B, a, 0.12, 10, X2805036B, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5339044C, 1, L3197625, C, 7.2, 15, X3197625C, a, 0.12, 15, X3197625C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5356810C, 1, L3142049, C, 7.2, 10, X3142049C, a, 0.12, 10, X3142049C, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T2223703238C, 1, L3342743, C, 7.2, 10, X3342743C, a, 0.12, 10, X3342743C, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T28044328C, 1, L2785524, C, 7.2, 15, X2785524C, a, 0.12, 15, X2785524C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5293665C, 1, L2973166, C, 7.2, 25, X2973166C, a, 0.12, 25, X2973166C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T225533675B, 1, L3225319, B, 7.2, 37.5, X3225319B, a, 0.12, 37.5, X3225319B, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226191850A, 1, L3270814, A, 7.2, 25, X3270814A, a, 0.12, 25, X3270814A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338899C, 1, L3122814, C, 7.2, 15, X3122814C, a, 0.12, 15, X3122814C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337628C, 1, L2897770, C, 7.2, 25, X2897770C, a, 0.12, 25, X2897770C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5355767B, 1, L3197634, B, 7.2, 37.5, X3197634B, a, 0.12, 37.5, X3197634B, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T0107636A, 1, L3030204, A, 7.2, 25, X3030204A, a, 0.12, 25, X3030204A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226308729B, 1, L3102286, B, 7.2, 75, X3102286B, a, 0.12, 75, X3102286B, b, 0.12, 75, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226195333C, 1, L2801909, C, 7.2, 10, X2801909C, a, 0.12, 10, X2801909C, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337669A, 1, L3122811, A, 7.2, 25, X3122811A, a, 0.12, 25, X3122811A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338942A, 1, L2822869, A, 7.2, 25, X2822869A, a, 0.12, 25, X2822869A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21474556A, 1, L3086098, A, 7.2, 50, X3086098A, a, 0.12, 50, X3086098A, b, 0.12, 50, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T225897846A, 1, L3120504, A, 7.2, 15, X3120504A, a, 0.12, 15, X3120504A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T2224386889A, 1, L3727712, A, 7.2, 25, X3727712A, a, 0.12, 25, X3727712A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5294842A, 1, L3101789, A, 7.2, 25, X3101789A, a, 0.12, 25, X3101789A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138647C, 1, L3254210, C, 7.2, 15, X3254210C, a, 0.12, 15, X3254210C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260464A, 1, L2730187, A, 7.2, 37.5, X2730187A, a, 0.12, 37.5, X2730187A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337648B, 1, L3216367, B, 7.2, 25, X3216367B, a, 0.12, 25, X3216367B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5275000C, 1, L2710509, C, 7.2, 15, X2710509C, a, 0.12, 15, X2710509C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5337674A, 1, L3066805, A, 7.2, 25, X3066805A, a, 0.12, 25, X3066805A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5338932C, 1, L3197661, C, 7.2, 15, X3197661C, a, 0.12, 15, X3197661C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5356793C, 1, L3179608, C, 7.2, 37.5, X3179608C, a, 0.12, 37.5, X3179608C, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T228549643A, 1, L2916234, A, 7.2, 10, X2916234A, a, 0.12, 10, X2916234A, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5302471A, 1, L3085402, A, 7.2, 37.5, X3085402A, a, 0.12, 37.5, X3085402A, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T225897943C, 1, L2875754, C, 7.2, 50, X2875754C, a, 0.12, 50, X2875754C, b, 0.12, 50, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5355590B, 1, L2860478, B, 7.2, 15, X2860478B, a, 0.12, 15, X2860478B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5247164B, 1, L2766732, B, 7.2, 10, X2766732B, a, 0.12, 10, X2766732B, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5207288B, 1, L3198355, B, 7.2, 10, X3198355B, a, 0.12, 10, X3198355B, b, 0.12, 10, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T227895952A, 1, L3065665, A, 7.2, 25, X3065665A, a, 0.12, 25, X3065665A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21148701B, 1, L2897771, B, 7.2, 15, X2897771B, a, 0.12, 15, X2897771B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138294B, 1, L2785516, B, 7.2, 15, X2785516B, a, 0.12, 15, X2785516B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T22112168866C, 1, L2729206, C, 7.2, 37.5, X2729206C, a, 0.12, 37.5, X2729206C, b, 0.12, 37.5, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226192185A, 1, L3195310, A, 7.2, 25, X3195310A, a, 0.12, 25, X3195310A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21458756C, 1, L3232301, C, 7.2, 75, X3232301C, a, 0.12, 75, X3232301C, b, 0.12, 75, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5260624C, 1, L3048946, C, 7.2, 15, X3048946C, a, 0.12, 15, X3048946C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5251867C, 1, L2861157, C, 7.2, 25, X2861157C, a, 0.12, 25, X2861157C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T228580047B, 1, L3029183, B, 7.2, 15, X3029183B, a, 0.12, 15, X3029183B, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138684A, 1, L3085396, A, 7.2, 25, X3085396A, a, 0.12, 25, X3085396A, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138570A, 1, L2748146, A, 7.2, 15, X2748146A, a, 0.12, 15, X2748146A, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T21399361B, 1, L2691954, B, 7.2, 25, X2691954B, a, 0.12, 25, X2691954B, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T226193134C, 1, L2895449, C, 7.2, 25, X2895449C, a, 0.12, 25, X2895449C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5138258C, 1, L2991911, C, 7.2, 15, X2991911C, a, 0.12, 15, X2991911C, b, 0.12, 15, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
T5293609C, 1, L2785515, C, 7.2, 25, X2785515C, a, 0.12, 25, X2785515C, b, 0.12, 25, 0.5, 0.6, 1.2, 1.2, 0.2, 2.04, 2.04, 1.36 
