#   Primary   circuit    line   definitions   
Name, Bus1, Phases, Bus2, Phases, Length, Units, LineCode,  Status   
HVMV_Sub_connector, _HVMV_Sub_LSB, ABC,   HVMV_Sub_48332, ABC,  0.01, km, 3PH-Connector  
LN5684838-1, L2973791, ABC, L3179650, ABC,  0.064607934, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6351519-1, M1209788, ABC, M1209787, ABC,  0.10721017, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5472390-3, N1136366, ABC, L2916620, ABC,  0.004744927, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5654433-1, M1125990, ABC, L3067478, ABC,  0.063672552, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5587291-4, Q14734, ABC, M1108529, ABC,  0.055482462, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6261021-1, M1209787, ABC, L2823611, ABC,  0.12435365, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5775438-1, M1125994, ABC, M1125997, ABC,  0.10646896, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6381844-1, L3030197, ABC, M1142868, ABC,  0.070537313, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6318767-1, E206217, ABC, M1125969, ABC,  0.055956106, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6247127-3, M1069499, ABC, N1134476, ABC,  0.033799026, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6139646-1, M1142860, ABC, M1142863, ABC,  0.050580339, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5745355-1, L2786266, ABC, M1166375, ABC,  0.034564588, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6108125-3, M1089215, ABC, N1134474, ABC,  0.045665453, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6291242-1, M1209797, ABC, M1209791, ABC,  0.066599759, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5863714-4, M1069503, ABC, N1134478, ABC,  0.024136689, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6077798-1, M1069509, ABC, L2766738, ABC,  0.067729349, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5920279-4, N1142099, ABC, N1142100, ABC,  0.034874672, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6137009-2, M1125952, ABC, L3214069, ABC,  0.012769078, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5799561-2, L3081380, ABC, D5799561-2_INT, ABC,  0.092120627, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6201850-1, E183493, ABC, M1125902, ABC,  0.089259045, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5986921-1, M1089203, ABC, M1089207, ABC,  0.055782615, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5866308-1, L2973833, ABC, M1166373, ABC,  0.041401205, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6290240-2, N1136363, ABC, R18245, ABC,  0.056130014, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6200527-1, L2730163, ABC, L2992624, ABC,  0.084532303, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5927383-1, M1186065, ABC, M1186064, ABC,  0.069089863, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6167731-1, M1108534, ABC, M1108526, ABC,  0.12855407, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6412354-1, M1166373, ABC, M1166374, ABC,  0.009347399, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6381820-1, M1125962, ABC, L3123452, ABC,  0.12338833, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5654472-1, M1209791, ABC, M1209790, ABC,  0.055242928, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5957493-1, M1125917, ABC, M1125914, ABC,  0.090952991, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6078768-1, M1125914, ABC, L2917328, ABC,  0.042000852, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5833624-2, E206211, ABC, N1134480, ABC,  0.14963834, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6290198-1, M1089197, ABC, M1089196, ABC,  0.094418329, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6260929-1, L2767341, ABC, M1125968, ABC,  0.029324703, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6412355-1, M1166374, ABC, L2786266, ABC,  0.06764679, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6381853-1, M1142843, ABC, L2955077, ABC,  0.074693171, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5576174-4, R20703, ABC, L2859403, ABC,  0.042764844, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5896825-1, L2692655, ABC, M1142821, ABC,  0.05352371, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5745347-1, M1125919, ABC, M1125917, ABC,  0.039996823, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6078776-1, L3123509, ABC, M1209772, ABC,  0.091160506, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6413700-1, M1125987, ABC, M1125989, ABC,  0.067439688, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5503544-1, M1108500, ABC, M1108505, ABC,  0.025428215, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6318761-1, M1142875, ABC, M1125944, ABC,  0.2622579, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5473436-1, M1142828, ABC, L2674047, ABC,  0.0003048, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5563942-4, M1149235, ABC, D5563942-4_INT, ABC,  0.031133341, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5863714-3, N1134478, ABC, M1069505, ABC,  0.011242703, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5861005-3, Q1301, ABC, L3160872, ABC,  0.014127752, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6291253-1, M1108315, ABC, M1108311, ABC,  0.072202851, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6321372-2, N1142103, ABC, L3104830, ABC,  0.011188495, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6200532-1, M1142818, ABC, L2955074, ABC,  0.093152425, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5654480-1, M1186064, ABC, M1186063, ABC,  0.005146385, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5594212-1, L2955047, ABC, L3179646, ABC,  0.047652144, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5715052-1, M1166368, ABC, L2973833, ABC,  0.10508824, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5591710-2, L3179650, ABC, L3232902, ABC,  0.042597798, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5896834-1, M1166375, ABC, L2842383, ABC,  0.09683365, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5682346-2, M1069503, ABC, N1134479, ABC,  0.028319425, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6018336-1, M1149236, ABC, M1149235, ABC,  0.041559119, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6291252-1, M1125902, ABC, 226-23751, ABC,  0.075868797, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5836178-1, M1142863, ABC, M1142865, ABC,  0.06715174, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5775442-1, M1209805, ABC, L2823592, ABC,  0.10556016, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5563901-2, L3104830, ABC, N1142104, ABC,  0.074472705, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5533786-1, M1142865, ABC, L3030197, ABC,  0.061550198, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6504018-1, M3032977, ABC, M1166366, ABC,  0.3076146, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6198039-1, L3123452, ABC, D6198039-1_INT, ABC,  0.066541735, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5533797-1, M1209776, ABC, M1209775, ABC,  0.066478863, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5535139-1, M1125997, ABC, D5535139-1_INT, ABC,  0.003340893, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6348948-1, M1125944, ABC, M1125947, ABC,  0.17349389, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5473436-2, L2674047, ABC, L2692655, ABC,  0.06085092, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5513564-1, R20185, ABC, D5513564-1_INT, ABC,  0.021280456, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5624288-1, M1125968, ABC, M1125976, ABC,  0.039982249, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5532768-1, L2748144, ABC, M1069533, ABC,  0.11810531, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5561442-1, M1125947, ABC, L3214071, ABC,  0.05871119, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6504019-5, M1186067, ABC, M3032980, ABC,  0.05014083, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5714063-2, N1136365, ABC, M1069517, ABC,  0.029821136, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5679695-1, M1089202, ABC, M1089203, ABC,  0.06301215, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5866268-1, L3030204, ABC, M1186072, ABC,  0.067199597, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6170293-1, L2992624, ABC, M1125919, ABC,  0.051051209, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5861005-2, 196-31070, ABC, D5861005-2_INT, ABC,  0.006140917, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6320324-1, M1069495, ABC, M1069498, ABC,  0.011219402, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5805728-1, L3179646, ABC, L2674027, ABC,  0.077364815, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5895804-1, M1069513, ABC, M1069516, ABC,  0.088059547, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5587291-3, 190-8581, ABC, D5587291-3_INT, ABC,  0.008351653, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5503575-1, M1142839, ABC, M1142832, ABC,  0.072992255, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5896833-1, M1149233, ABC, L3048965, ABC,  0.097395629, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6137009-1, L3214069, ABC, M1125960, ABC,  0.050598301, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6321372-3, M1108493, ABC, N1142103, ABC,  0.037206297, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5473440-1, L2823611, ABC, L3030204, ABC,  0.083489919, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6504019-6, M3032980, ABC, M1186065, ABC,  0.16040988, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6326450-1, E184626, ABC, M1166377, ABC,  0.010317742, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6412356-1, M1186063, ABC, M1209776, ABC,  0.061073663, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6247127-2, N1134476, ABC, L3066814, ABC,  0.039901594, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6078775-1, M1209775, ABC, M1209774, ABC,  0.16207054, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5769126-1, L3118855, ABC, L3231255, ABC,  0.050485134, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5561439-2, N1136354, ABC, L2748144, ABC,  0.011140901, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5715002-1, M1142869, ABC, M1142871, ABC,  0.029849867, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5563942-5, Q16483_CAP, ABC, R42247, ABC,  0.005259517, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5591731-1, L2933135, ABC, M1108484, ABC,  0.075107603, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5594239-1, L2955074, ABC, L3030199, ABC,  0.089159532, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5576174-3, E183473, ABC, R20703, ABC,  0.006443105, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6413954-1, L2955077, ABC, M1142851, ABC,  0.060265518, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6047557-3, N1134475, ABC, M1069497, ABC,  0.033325263, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5799408-1, M1089213, ABC, L3118855, ABC,  0.080539426, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6170302-1, M1108311, ABC, L2879773, ABC,  0.088826538, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5992960-1, M1166377, ABC, M1166376, ABC,  0.033759753, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5679696-1, M1089201, ABC, M1089202, ABC,  0.004012168, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5987954-1, M1142874, ABC, M1142875, ABC,  0.054959007, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6259984-1, L3160098, ABC, M1089213, ABC,  0.10637705, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5534969-3, L3066814, ABC, N1134477, ABC,  0.014268301, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5807070-1, M1125989, ABC, M1125990, ABC,  0.004902735, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6504020-2, M3032980, ABC, M3032977, ABC,  0.25744439, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5561439-3, M1069519, ABC, N1136354, ABC,  0.15125949, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6380805-1, M1108526, ABC, M1089199, ABC,  0.10033141, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6167731-2, M1108535, ABC, M1108534, ABC,  0.30451406, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6321409-1, E192201, ABC, M1209800, ABC,  0.055682141, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5653452-1, M1089196, ABC, M1089198, ABC,  0.10686057, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6229819-1, M1069517, ABC, M1069518, ABC,  0.024543488, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6290199-1, M1089198, ABC, M1089201, ABC,  0.17704795, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5563942-3, R42247, ABC, M1149233, ABC,  0.039748412, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5927296-1, M1125969, ABC, L2767341, ABC,  0.026095068, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6048634-1, M1186072, ABC, M1186067, ABC,  0.042173829, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5576174-2, L2859403, ABC, L2973791, ABC,  0.037957641, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6018331-1, M1142832, ABC, L3160865, ABC,  0.067079697, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6351511-1, L2917328, ABC, L2861218, ABC,  0.064601236, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5594242-1, M1209790, ABC, M1209788, ABC,  0.059115704, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5563901-3, N1142104, ABC, M1108500, ABC,  0.045482405, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5472390-2, M1069518, ABC, N1136366, ABC,  0.016460727, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5958866-1, L2861218, ABC, D5958866-1_INT, ABC,  0.15933779, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5799561-1, M1142843, ABC, L3081380, ABC,  0.110589, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5534969-2, N1134477, ABC, D5534969-2_INT, ABC,  0.022611044, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6321427-1, L2879773, ABC, M1108298, ABC,  0.092671409, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5957526-1, M1166366, ABC, M1166368, ABC,  0.041168179, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5558790-1, M1142851, ABC, 196-31070, ABC,  0.01385607, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5889821-1, L3142049, ABC, M1108493, ABC,  0.084670171, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6350529-1, M1089199, ABC, M1089197, ABC,  0.081255207, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5920279-5, L2730106, ABC, N1142099, ABC,  0.022369032, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5527264-8, L3231255, ABC, N1144663, ABC,  0.025723178, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5761784-1, M1069498, ABC, M1069499, ABC,  0.098245365, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6078767-1, L3030199, ABC, M1125934, ABC,  0.029294768, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5714063-3, M1069516, ABC, N1136365, ABC,  0.051412645, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6321420-1, L3160872, ABC, M1142860, ABC,  0.05802805, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5623418-1, L2766738, ABC, M1069513, ABC,  0.055460277, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5587291-1, L2692633, ABC, regxfmr_190-8581, ABC,  0.039970119, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5745257-1, M1125976, ABC, M1125987, ABC,  0.1729248, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6018341-1, L2955081, ABC, M1108315, ABC,  0.094684869, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5503480-1, M1108484, ABC, L2730106, ABC,  0.10387141, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6291252-2, 226-23751, ABC, L2955081, ABC,  0.041939554, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5594236-1, E193509, ABC, M1142839, ABC,  0.062408228, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5805762-1, L2842384, ABC, M1149236, ABC,  0.067772686, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5513564-2, L2823592_CAP, ABC, R20185, ABC,  0.0451087, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5561442-2, L3214071, ABC, M1125952, ABC,  0.053927476, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6138595-1, M1069497, ABC, M1069495, ABC,  0.015279011, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6381858-1, M1209774, ABC, L3123509, ABC,  0.062531399, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5531195-1, M1108298, ABC, 196-36167, ABC,  0.039267282, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5745348-1, M1142819, ABC, M1142818, ABC,  0.074984761, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6047595-3, N1136356, ABC, M1069549, ABC,  0.025808669, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6047595-2, M1069533, ABC, N1136356, ABC,  0.11874853, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5682346-3, N1134479, ABC, D5682346-3_INT, ABC,  0.063354321, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6048626-1, M1142868, ABC, M1142869, ABC,  0.053961415, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5653479-1, M1069505, ABC, M1069509, ABC,  0.031329125, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5473349-1, M1108529, ABC, M1108532, ABC,  0.024808926, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6108125-2, N1134474, ABC, M1069496, ABC,  0.056804141, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5563853-1, M1108532, ABC, M1108535, ABC,  0.09298428, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5684836-1, L2674027, ABC, L2692633, ABC,  0.067881777, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5654471-1, L2711226, ABC, M1142819, ABC,  0.078168069, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5654466-1, M1209800, ABC, M1209797, ABC,  0.075404767, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5591731-3, M4122658, ABC, L2933135, ABC,  0.001669181, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5624342-1, M1108505, ABC, L2955047, ABC,  0.05456149, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6139641-1, M1142871, ABC, M1142874, ABC,  0.038152689, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN5527264-7, N1144663, ABC, M1089215, ABC,  0.025465502, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6290200-1, M1089207, ABC, L3160098, ABC,  0.023702345, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR 
LN6291244-1, L3160865, ABC, M1142828, ABC,  0.13060128, km,   3PH_H-397_ACSR397_ACSR397_ACSR2/0_WPAL 
LN5896798-1, M1209807, ABC, M1209805, ABC,  0.044159942, km,   3PH_H-397_ACSR397_ACSR397_ACSR397_ACSR 
LN5710794-3, HVMV_Sub_48332, ABC, D5710794-3_INT, ABC,  0.019436038, km,   3PH_H-397_ACSR397_ACSR397_ACSR397_ACSR 
LN5742828-1, M1209817, ABC, L2801909, ABC,  0.025252282, km,   3PH_H-397_ACSR397_ACSR397_ACSR397_ACSR 
LN5742828-2, L2801909, ABC, M1209814, ABC,  0.069272706, km,   3PH_H-397_ACSR397_ACSR397_ACSR397_ACSR 
LN5714974-1, M1209811, ABC, M1209807, ABC,  0.12260449, km,   3PH_H-397_ACSR397_ACSR397_ACSR397_ACSR 
LN5815900-1, E192860, ABC, M1209817, ABC,  0.019593344, km,   3PH_H-397_ACSR397_ACSR397_ACSR397_ACSR 
LN5473414-1, M1209814, ABC, M1209811, ABC,  0.10694866, km,   3PH_H-397_ACSR397_ACSR397_ACSR397_ACSR 
LN5805761-1, L3048965, ABC, M1142843, ABC,  0.051340388, km,   3PH_H-397_ACSR397_ACSR397_ACSR4_WPAL   
LN6350574-1, M1108381, ABC, L3254237, ABC,  0.075954944, km,   3PH_H-4_ACSR2_ACSR2_ACSR4_ACSR 
LN6169250-1, L2804256, ABC, M1026960, ABC,  0.05396295, km,   3PH_H-4_ACSR2_ACSR2_ACSR4_WPAL 
LN5683818-1, M1026954, ABC, L2804256, ABC,  0.21074118, km,   3PH_H-4_ACSR2_ACSR2_ACSR4_WPAL 
LN6199518-1, M1027002, ABC, L2673313, ABC,  0.091680795, km,   3PH_H-4_ACSR2_ACSR2_ACSR4_WPAL 
LN5472354-1, M1027039, ABC, M1027043, ABC,  0.027048511, km,   3PH_H-4_ACSR2_ACSR2_ACSR4_WPAL 
LN6292826-1, M1026927, ABC, 196-29518, ABC,  0.005140882, km,   3PH_H-4_ACSR2_ACSR2_ACSR4_WPAL 
LN5683819-1, M1027011, ABC, M1027013, ABC,  0.10110684, km,   3PH_H-4_ACSR2_ACSR2_ACSR4_WPAL 
LN5926301-1, M1026926, ABC, M1026927, ABC,  0.014065755, km,   3PH_H-4_ACSR2_ACSR2_ACSR4_WPAL 
LN6108131-1, L2916608, ABC, M1027002, ABC,  0.0865651, km,   3PH_H-4_ACSR2_ACSR2_ACSR4_WPAL 
LN6350538-1, M1026950, ABC, M1026954, ABC,  0.1053978, km,   3PH_H-4_ACSR2_ACSR2_ACSR4_WPAL 
LN5774458-1, M1026907, ABC, M1026915, ABC,  0.074023496, km,   3PH_H-4_ACSR2_ACSR2_ACSR4_WPAL 
LN6047566-1, L2673313, ABC, M1027011, ABC,  0.06549945, km,   3PH_H-4_ACSR2_ACSR2_ACSR4_WPAL 
LN5959087-1, 196-29518, ABC, L3122816, ABC,  0.090438347, km,   3PH_H-4_ACSR2_ACSR2_ACSR4_WPAL 
LN5744336-1, M1027013, ABC, M1027023, ABC,  0.098624395, km,   3PH_H-4_ACSR2_ACSR2_ACSR4_WPAL 
LN5926302-1, M1027023, ABC, L3254213, ABC,  0.04437452, km,   3PH_H-4_ACSR2_ACSR2_ACSR4_WPAL 
LN6047565-1, M1026920, ABC, M1026926, ABC,  0.093921268, km,   3PH_H-4_ACSR2_ACSR2_ACSR4_WPAL 
LN6290209-1, L3122816, ABC, L3160103, ABC,  0.5089061, km,   3PH_H-4_ACSR2_ACSR2_ACSR4_WPAL 
LN5774457-1, M1026915, ABC, M1026920, ABC,  0.04084655, km,   3PH_H-4_ACSR2_ACSR2_ACSR4_WPAL 
LN5744335-1, L3160103, ABC, M1026950, ABC,  0.024043888, km,   3PH_H-4_ACSR2_ACSR2_ACSR4_WPAL 
